AGNT_EMP_NO,HIRE_DT,PARTNER,SITE_DESC,LOCATION,NO_DAYS_AFTER_HIRE,FLAG_ATTRITION,PASS_FAIL,Month1Diff,Month2Diff,Month3Diff,Month4Diff,Month5Diff,Month6Diff,Month7Diff,Month8Diff,Month9Diff,Month10Diff,Month11Diff,Month12Diff,LockDiff,RESULTS,LOB,PF_SEGMENT_QUARTILE1,PF_SEGMENT_QUARTILE2,PF_SEGMENT_QUARTILE3,PF_SEGMENT_QUARTILE4,PF_SEGMENT_QUARTILE5,PF_SEGMENT_QUARTILE6,PF_SEGMENT_QUARTILE7,PF_SEGMENT_QUARTILE8,PF_SEGMENT_QUARTILE9,PF_SEGMENT_QUARTILE10,PF_SEGMENT_QUARTILE11,PF_SEGMENT_QUARTILE12,ABT_AHT1,ABT_AHT2,ABT_AHT3,ABT_AHT4,ABT_AHT5,ABT_AHT6,ABT_AHT7,ABT_AHT8,ABT_AHT9,ABT_AHT10,ABT_AHT11,ABT_AHT12,FCR71,FCR72,FCR73,FCR74,FCR75,FCR76,FCR77,FCR78,FCR79,FCR710,FCR711,FCR712,SR_60D1,SR_60D2,SR_60D3,SR_60D4,SR_60D5,SR_60D6,SR_60D7,SR_60D8,SR_60D9,SR_60D10,SR_60D11,SR_60D12,AGNT_SEGMENT_NM_Month_1,AGNT_SEGMENT_NM_Month_2,AGNT_SEGMENT_NM_Month_3,AGNT_SEGMENT_NM_Month_4,AGNT_SEGMENT_NM_Month_5,AGNT_SEGMENT_NM_Month_6,AGNT_SEGMENT_NM_Month_7,AGNT_SEGMENT_NM_Month_8,AGNT_SEGMENT_NM_Month_9,AGNT_SEGMENT_NM_Month_10,AGNT_SEGMENT_NM_Month_11,AGNT_SEGMENT_NM_Month_12,AGNT_SEGMENT_NM_Month_13,DEPT_NM_Month_1,DEPT_NM_Month_2,DEPT_NM_Month_3,DEPT_NM_Month_4,DEPT_NM_Month_5,DEPT_NM_Month_6,DEPT_NM_Month_7,DEPT_NM_Month_8,DEPT_NM_Month_9,DEPT_NM_Month_10,DEPT_NM_Month_11,DEPT_NM_Month_12,DEPT_NM_Month_13
EZ28456,14-Sep-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-226,-198,-167,-137,-106,-76,-45,-14,16,47,77,108,-136,RECOMMENDED,BRS,,,,,,,,,2,2,4,4,,,,,,,,,1100.878048,1289.916666,973.89415,860.237951,,,,,,,,,0.641026,0.666667,0.631729,0.60061,,,,,,,,,,,,,,,,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,,,,,,,,,,Care,Care,Care,Care
EZ28457,14-Sep-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-226,-198,-167,-137,-106,-76,-45,-14,16,47,77,108,-136,RECOMMENDED,BRS,,,,,,,,,4,2,3,2,,,,,,,,,1117.756756,1001.614785,805.617117,838.324257,,,,,,,,,0.685715,0.65625,0.600457,0.65995,,,,,,,,,,,,,,,,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,,,,,,,,,,Care,Care,Care,Care
EZ28459,14-Sep-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-226,-198,-167,-137,-106,-76,-45,-14,16,47,77,108,-136,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,4,4,4,3,,,,,,,,,891.027777,971.954545,985.534136,1020.618729,,,,,,,,,0.39394,0.863637,0.594263,0.503449,,,,,,,,,,,,,,,,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,,,,,,,,,,Care,Care,Care,Care
EZ28461,28-Sep-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-240,-212,-181,-151,-120,-90,-59,-28,2,33,63,94,-150,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,4,2,2,4,,,,,,,,,1312.2,887.780701,852.947826,690.962825,,,,,,,,,0.6,0.573334,0.565983,0.543397,,,,,,,,,,,,,,,,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,,,,,,,,,,Care,Care,Care,Care
EZ28462,14-Sep-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-226,-198,-167,-137,-106,-76,-45,-14,16,47,77,108,-136,STRONGLY RECOMMENDED,BRS,,,,,,,,,4,3,2,4,,,,,,,,,1218.076923,861.082437,922.696517,779.849537,,,,,,,,,0.461539,0.615943,0.603536,0.599057,,,,,,,,,,,,,,,,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,,,,,,,,,,Care,Care,Care,Care
EZ28463,14-Sep-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-226,-198,-167,-137,-106,-76,-45,-14,16,47,77,108,-136,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,4,1,2,4,,,,,,,,,1214.9375,725.683486,601.935483,439.28453,,,,,,,,,0.51613,0.506913,0.509375,0.486881,,,,,,,,,,,,,,,,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,,,,,,,,,,Care,Care,Care,Care
EZ28464,14-Sep-17,Quantrics,Quantrics - Taytay,OFFSHORE,34,1,PASS,-226,-198,-167,-137,-106,-76,-45,-14,16,47,77,108,-136,RECOMMENDED,BRS,,,,,,,,,4,4,,,,,,,,,,,1152.486486,1104.75,,,,,,,,,,,0.647059,0.603774,,,,,,,,,,,,,,,,,,,,,,,,Uno BTV,Uno BTV,,,,,,,,,,,,Care,Care,,
EZ28465,14-Sep-17,,Quantrics - Taytay,OFFSHORE,0,0,PASS,-226,-198,-167,-137,-106,-76,-45,-14,16,47,77,108,-136,RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BM & Solo Prepaid,BM & Solo Prepaid,,,,,,,,,,,,Consumer Care,Consumer Care,,
EZ28466,28-Sep-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-240,-212,-181,-151,-120,-90,-59,-28,2,33,63,94,-150,STRONGLY RECOMMENDED,BRS,,,,,,,,,2,2,1,1,,,,,,,,,830.3,804.98,771.209718,716.521327,,,,,,,,,0.9,0.727892,0.708011,0.697842,,,,,,,,,,,,,,,,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,,,,,,,,,,Care,Care,Care,Care
EZ28467,14-Sep-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-226,-198,-167,-137,-106,-76,-45,-14,16,47,77,108,-136,RECOMMENDED,BRS,,,,,,,,,1,3,1,3,,,,,,,,,862.653061,839.899193,1122.588888,1615.241935,,,,,,,,,0.625,0.628572,0.606742,0.677967,,,,,,,,,,,,,,,,,,,,,,Uno BTV,Trio L1,BRS TECH L1,BRS TECH L1,,,,,,,,,,Care,Care,Tech,Tech
EZ28492,29-Aug-17,Nordia,Nordia - Sherbrooke,ONSHORE,0,0,PASS,-210,-182,-151,-121,-90,-60,-29,2,32,63,93,124,-120,RECOMMENDED WITH RESERVATION,BM,,,,,,,,,4,1,4,4,,,,,,,,,,,,,,,,,,,,,0.866667,0.767098,0.783537,0.793915,,,,,,,,,,,0.75151,0.677098,,,,,,,,,Client Solutions,Client Solutions,Client Solutions,Client Solutions,Client Solutions,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28494,30-Aug-17,Concentrix,Concentrix - Dartmouth,ONSHORE,0,0,FAIL,-211,-183,-152,-122,-91,-61,-30,1,31,62,92,123,-121,NOT RECOMMENDED,BRS,,,,,,,,,4,4,3,2,,,,,,,,,1508.157894,769.781388,697.320916,695.847014,,,,,,,,,0.625,0.84738,0.877094,,,,,,,,,,,,,,,,,,,,,,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,,,,,,,,,Care,Care,Care,Care,Care
EZ28495,30-Aug-17,Concentrix,Concentrix - Dartmouth,ONSHORE,0,0,PASS,-211,-183,-152,-122,-91,-61,-30,1,31,62,92,123,-121,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,4,4,4,4,,,,,,,,,751.529411,672.676335,693.026362,591.003656,,,,,,,,,0.789473,0.781472,0.733333,,,,,,,,,,,,,,,,,,,,,,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,,,,,,,,,Care,Care,Care,Care,Care
EZ28498,30-Aug-17,Concentrix,Concentrix - Dartmouth,ONSHORE,0,0,FAIL,-211,-183,-152,-122,-91,-61,-30,1,31,62,92,123,-121,NOT RECOMMENDED,BRS,,,,,,,,,3,3,,,,,,,,,,,960.72,648.63063,,,,,,,,,,,0.809523,0.824561,,,,,,,,,,,,,,,,,,,,,,,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,,,,,,,,,Care,Care,Care,Care,Care
EZ28500,30-Aug-17,Concentrix,Concentrix - Dartmouth,ONSHORE,83,1,PASS,-211,-183,-152,-122,-91,-61,-30,1,31,62,92,123,-121,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,2,4,,,,,,,,,,,762.513513,937.948275,,,,,,,,,,,0.821428,0.808695,,,,,,,,,,,,,,,,,,,,,,,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,,,,,,,,,Care,Care,Care,Care,Care
EZ28502,30-Aug-17,Concentrix,Concentrix - Dartmouth,ONSHORE,0,0,FAIL,-211,-183,-152,-122,-91,-61,-30,1,31,62,92,123,-121,NOT RECOMMENDED,BRS,,,,,,,,,4,3,2,2,,,,,,,,,1404.647058,801.148089,726.876865,721.954802,,,,,,,,,0.75,0.864077,0.90625,,,,,,,,,,,,,,,,,,,,,,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,,,,,,,,,Care,Care,Care,Care,Care
EZ28504,30-Aug-17,Concentrix,Concentrix - Dartmouth,ONSHORE,0,0,FAIL,-211,-183,-152,-122,-91,-61,-30,1,31,62,92,123,-121,NOT RECOMMENDED,BRS,,,,,,,,,3,4,4,1,,,,,,,,,1084.785714,818.290843,616.796028,649.921971,,,,,,,,,0.913043,0.843835,0.871621,,,,,,,,,,,,,,,,,,,,,,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,,,,,,,,,Care,Care,Care,Care,Care
EZ28506,30-Aug-17,Concentrix,Concentrix - Dartmouth,ONSHORE,0,0,PASS,-211,-183,-152,-122,-91,-61,-30,1,31,62,92,123,-121,STRONGLY RECOMMENDED,BRS,,,,,,,,,3,4,2,2,,,,,,,,,1455.65,853.922,928.153638,868.851515,,,,,,,,,0.818181,0.861963,0.836956,,,,,,,,,,,,,,,,,,,,,,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,,,,,,,,,Care,Care,Care,Care,Care
EZ28507,30-Aug-17,Concentrix,Concentrix - Dartmouth,ONSHORE,0,0,PASS,-211,-183,-152,-122,-91,-61,-30,1,31,62,92,123,-121,STRONGLY RECOMMENDED,BRS,,,,,,,,,3,3,2,2,,,,,,,,,1166.28,852.765625,568.283783,500.412371,,,,,,,,,0.777777,0.84836,,,,,,,,,,,,,,,,,,,,,,,Atlantic - Care,Atlantic - Care,Atlantic - Residential Loyalty,Atlantic - Residential Loyalty,Atlantic - Residential Loyalty,,,,,,,,,Care,Care,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28509,30-Aug-17,Concentrix,Concentrix - Dartmouth,ONSHORE,0,0,FAIL,-211,-183,-152,-122,-91,-61,-30,1,31,62,92,123,-121,NOT RECOMMENDED,BRS,,,,,,,,,1,2,4,3,,,,,,,,,1194.28,1277.098765,844.523035,948.450549,,,,,,,,,0.857142,0.831578,,,,,,,,,,,,,,,,,,,,,,,Atlantic - Care,Atlantic - Care,Atlantic - Residential Loyalty,Atlantic - Residential Loyalty,Atlantic - Residential Loyalty,,,,,,,,,Care,Care,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28510,29-Sep-17,Concentrix,Concentrix - Dartmouth,ONSHORE,0,0,FAIL,-241,-213,-182,-152,-121,-91,-60,-29,1,32,62,93,-151,NOT RECOMMENDED,BRS,,,,,,,,,,4,2,3,,,,,,,,,,767.925233,568.842639,571.661157,,,,,,,,,,0.837837,0.886363,1,,,,,,,,,,,,,,,,,,,,,,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,,,,,,,,,,Care,Care,Care,Care
EZ28511,30-Aug-17,Concentrix,Concentrix - Dartmouth,ONSHORE,0,0,FAIL,-211,-183,-152,-122,-91,-61,-30,1,31,62,92,123,-121,NOT RECOMMENDED,BRS,,,,,,,,,4,4,2,3,,,,,,,,,1411,990.319444,769.853131,705.408033,,,,,,,,,0.8,0.842657,0.9009,,,,,,,,,,,,,,,,,,,,,,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,,,,,,,,,Care,Care,Care,Care,Care
EZ28512,30-Aug-17,Concentrix,Concentrix - Dartmouth,ONSHORE,0,0,PASS,-211,-183,-152,-122,-91,-61,-30,1,31,62,92,123,-121,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,2,1,4,3,,,,,,,,,1637.214285,1427.472972,897.158163,971.067632,,,,,,,,,0.9,0.903225,,,,,,,,,,,,,,,,,,,,,,,Atlantic - Care,Atlantic - Care,Atlantic - Residential Loyalty,Atlantic - Residential Loyalty,Atlantic - Residential Loyalty,,,,,,,,,Care,Care,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28513,30-Aug-17,Concentrix,Concentrix - Dartmouth,ONSHORE,0,0,PASS,-211,-183,-152,-122,-91,-61,-30,1,31,62,92,123,-121,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,1,2,4,2,,,,,,,,,,581.393884,567.110266,662.161637,,,,,,,,,0.925925,0.849462,0.896551,0.928571,,,,,,,,,,,,,,,,,,,,,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,Atlantic - Care,,,,,,,,,Care,Care,Care,Care,Care
EZ28524,23-Aug-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-204,-176,-145,-115,-84,-54,-23,8,38,69,99,130,-114,RECOMMENDED WITH RESERVATION,BM,,,,,,,,,,2,3,2,,,,,,,,,,902.321839,619.095555,864.028,,,,,,,,,,0.719845,0.602273,0.715448,,,,,,,,,,,0.945761,0.894661,,,,,,,,,Small Business,Small Business,Small Business,Small Business,Small Business,,,,,,,,,Business Care,Business Care,Business Care,Business Care,Business Care
EZ28525,23-Aug-17,Quantrics,Quantrics - Taytay,OFFSHORE,139,1,PASS,-204,-176,-145,-115,-84,-54,-23,8,38,69,99,130,-114,RECOMMENDED,BM,,,,,,,,,,4,3,4,,,,,,,,,,851.586666,622.42663,972.280528,,,,,,,,,,0.67742,0.623596,0.668942,,,,,,,,,,,0.920234,0.91477,,,,,,,,,Small Business,Small Business,Small Business,Small Business,Small Business,,,,,,,,,Business Care,Business Care,Business Care,Business Care,Business Care
EZ28526,23-Aug-17,Quantrics,Quantrics - Taytay,OFFSHORE,147,1,PASS,-204,-176,-145,-115,-84,-54,-23,8,38,69,99,130,-114,RECOMMENDED WITH RESERVATION,BM,,,,,,,,,,4,4,4,,,,,,,,,,861.430555,637.745967,892.657894,,,,,,,,,,0.713287,0.657842,0.616183,,,,,,,,,,,0.907084,0.91467,,,,,,,,,Small Business,Small Business,Small Business,Small Business,Small Business,,,,,,,,,Business Care,Business Care,Business Care,Business Care,Business Care
EZ28527,23-Aug-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-204,-176,-145,-115,-84,-54,-23,8,38,69,99,130,-114,RECOMMENDED,BM,,,,,,,,,,3,3,2,,,,,,,,,,848.886792,603.373579,705.666666,,,,,,,,,,0.697319,0.693526,0.676272,,,,,,,,,,,0.930712,0.883665,,,,,,,,,Small Business,Small Business,Small Business,Small Business,Small Business,,,,,,,,,Business Care,Business Care,Business Care,Business Care,Business Care
EZ28528,23-Aug-17,Quantrics,Quantrics - Taytay,OFFSHORE,119,1,PASS,-204,-176,-145,-115,-84,-54,-23,8,38,69,99,130,-114,RECOMMENDED WITH RESERVATION,BM,,,,,,,,,,4,4,4,,,,,,,,,,1209.13,924.073863,1052.269841,,,,,,,,,,0.732324,0.634286,0.532259,,,,,,,,,,,0.935272,0.92556,,,,,,,,,Small Business,Small Business,Small Business,Small Business,,,,,,,,,,Business Care,Business Care,Business Care,Business Care,
EZ28529,23-Aug-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-204,-176,-145,-115,-84,-54,-23,8,38,69,99,130,-114,RECOMMENDED,BM,,,,,,,,,,2,2,2,,,,,,,,,,911.567944,860.417391,774.498533,,,,,,,,,,0.783973,0.744869,0.744118,,,,,,,,,,,0.92991,0.890764,,,,,,,,,Small Business,Small Business,Small Business,Small Business,Small Business,,,,,,,,,Business Care,Business Care,Business Care,Business Care,Business Care
EZ28530,23-Aug-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-204,-176,-145,-115,-84,-54,-23,8,38,69,99,130,-114,RECOMMENDED,BM,,,,,,,,,,4,3,3,,,,,,,,,,1407.48421,1014.644736,1023.654605,,,,,,,,,,0.703297,0.735594,0.739131,,,,,,,,,,,0.934086,0.894317,,,,,,,,,Small Business,Small Business,Small Business,Small Business,Small Business,,,,,,,,,Business Care,Business Care,Business Care,Business Care,Business Care
EZ28532,23-Aug-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-204,-176,-145,-115,-84,-54,-23,8,38,69,99,130,-114,RECOMMENDED,BM,,,,,,,,,,2,1,1,,,,,,,,,,868.117903,633.020992,717.88362,,,,,,,,,,0.778762,0.769231,0.762528,,,,,,,,,,,0.95838,0.92777,,,,,,,,,Small Business,Small Business,Small Business,Small Business,Small Business,,,,,,,,,Business Care,Business Care,Business Care,Business Care,Business Care
EZ28533,23-Aug-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-204,-176,-145,-115,-84,-54,-23,8,38,69,99,130,-114,RECOMMENDED,BM,,,,,,,,,,3,3,3,,,,,,,,,,871.159722,869.718085,933.227926,,,,,,,,,,0.752651,0.733154,0.693582,,,,,,,,,,,0.933065,0.896358,,,,,,,,,Small Business,Small Business,Small Business,Small Business,Small Business,,,,,,,,,Business Care,Business Care,Business Care,Business Care,Business Care
EZ28534,23-Aug-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-204,-176,-145,-115,-84,-54,-23,8,38,69,99,130,-114,RECOMMENDED,BM,,,,,,,,,,3,2,2,,,,,,,,,,658.313471,527.237398,612.179487,,,,,,,,,,0.651042,0.63967,0.682243,,,,,,,,,,,0.949465,0.925197,,,,,,,,,Small Business,Small Business,Small Business,Small Business,Small Business,,,,,,,,,Business Care,Business Care,Business Care,Business Care,Business Care
EZ28535,23-Aug-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-204,-176,-145,-115,-84,-54,-23,8,38,69,99,130,-114,RECOMMENDED,BM,,,,,,,,,,2,2,2,,,,,,,,,,967.946666,787.612994,842.177595,,,,,,,,,,0.772322,0.723343,0.770084,,,,,,,,,,,0.920037,0.919005,,,,,,,,,Small Business,Small Business,Small Business,Small Business,Small Business,,,,,,,,,Business Care,Business Care,Business Care,Business Care,Business Care
EZ28536,23-Aug-17,Quantrics,Quantrics - Taytay,OFFSHORE,114,1,PASS,-204,-176,-145,-115,-84,-54,-23,8,38,69,99,130,-114,RECOMMENDED,BM,,,,,,,,,,2,4,1,,,,,,,,,,749.920318,662.067833,647.433884,,,,,,,,,,0.784,0.679288,0.794118,,,,,,,,,,,0.929808,0.917483,,,,,,,,,Small Business,Small Business,Small Business,Small Business,Small Business,,,,,,,,,Business Care,Business Care,Business Care,Business Care,Business Care
EZ28537,23-Aug-17,,Quantrics - Taytay,OFFSHORE,0,0,PASS,-204,-176,-145,-115,-84,-54,-23,8,38,69,99,130,-114,RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small Business,Small Business,Small Business,Small Business,Small Business,,,,,,,,,Business Care,Business Care,Business Care,Business Care,Business Care
EZ28538,23-Aug-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-204,-176,-145,-115,-84,-54,-23,8,38,69,99,130,-114,RECOMMENDED WITH RESERVATION,BM,,,,,,,,,,3,3,2,,,,,,,,,,1028.767716,896.172043,976.13473,,,,,,,,,,0.704454,0.69663,0.69906,,,,,,,,,,,0.941759,0.909201,,,,,,,,,Small Business,Small Business,Small Business,Small Business,Small Business,,,,,,,,,Business Care,Business Care,Business Care,Business Care,Business Care
EZ28540,23-Aug-17,Quantrics,Quantrics - Taytay,OFFSHORE,129,1,PASS,-204,-176,-145,-115,-84,-54,-23,8,38,69,99,130,-114,RECOMMENDED,BM,,,,,,,,,,2,3,2,,,,,,,,,,969.337931,639.062256,616.804347,,,,,,,,,,0.751725,0.661418,0.663044,,,,,,,,,,,0.937298,0.916559,,,,,,,,,Small Business,Small Business,Small Business,Small Business,Small Business,,,,,,,,,Business Care,Business Care,Business Care,Business Care,Business Care
EZ28541,23-Aug-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-204,-176,-145,-115,-84,-54,-23,8,38,69,99,130,-114,RECOMMENDED,BM,,,,,,,,,,3,3,3,,,,,,,,,,1046.942583,664.759906,953.355056,,,,,,,,,,0.764424,0.674474,0.70362,,,,,,,,,,,0.916436,0.895011,,,,,,,,,Small Business,Small Business,Small Business,Small Business,Small Business,,,,,,,,,Business Care,Business Care,Business Care,Business Care,Business Care
EZ28547,05-Sep-17,,Sitel - Chennai,OFFSHORE,0,0,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chat Representative,Chat Representative,Chat Representative,Chat Representative,,,,,,,,,,Bell Mobility,Bell Mobility,Bell Mobility,Bell Mobility
EZ28549,05-Sep-17,,Sitel - Chennai,OFFSHORE,0,0,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,RECOMMENDED WITH RESERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chat Representative,Chat Representative,Chat Representative,Chat Representative,,,,,,,,,,Bell Mobility,Bell Mobility,Bell Mobility,Bell Mobility
EZ28552,05-Sep-17,,Sitel - Chennai,OFFSHORE,0,0,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,RECOMMENDED WITH RESERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chat Representative,Chat Representative,Chat Representative,Chat Representative,,,,,,,,,,Bell Mobility,Bell Mobility,Bell Mobility,Bell Mobility
EZ28553,05-Sep-17,,Sitel - Chennai,OFFSHORE,0,0,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chat Representative,Chat Representative,Chat Representative,Chat Representative,,,,,,,,,,Bell Mobility,Bell Mobility,Bell Mobility,Bell Mobility
EZ28575,28-Aug-17,Nordia,Nordia - Nanaimo,ONSHORE,0,0,PASS,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,3,3,4,3,,,,,,,,,1084.523809,1240.449152,795.603325,709.436974,,,,,,,,,,,,,,,,,,,,,,,0.690944,0.694265,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28576,28-Aug-17,Nordia,Nordia - Nanaimo,ONSHORE,0,0,PASS,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,STRONGLY RECOMMENDED,BRS,,,,,,,,,3,4,4,4,,,,,,,,,966.105263,1456.028037,1096.867684,1105.635658,,,,,,,,,,,,,,,,,,,,,,,0.629538,0.682509,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28577,28-Aug-17,Nordia,Nordia - Nanaimo,ONSHORE,0,0,PASS,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,STRONGLY RECOMMENDED,BRS,,,,,,,,,3,4,4,4,,,,,,,,,934.15,1181.483606,1115.103896,1169.592689,,,,,,,,,,,,,,,,,,,,,,,0.593296,0.714003,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28578,28-Aug-17,Nordia,Nordia - Nanaimo,ONSHORE,0,0,FAIL,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,NOT RECOMMENDED,BRS,,,,,,,,,3,1,4,4,,,,,,,,,1092.733333,1059.370229,844.932249,990.068181,,,,,,,,,,,,,,,,,,,,,,,0.592474,0.705632,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28579,28-Aug-17,Nordia,Nordia - Nanaimo,ONSHORE,0,0,PASS,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,STRONGLY RECOMMENDED,BRS,,,,,,,,,3,4,4,4,,,,,,,,,905.90909,1184.873831,1166.0602,1066.096059,,,,,,,,,,,,,,,,,,,,,,,0.643011,0.666667,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28580,28-Aug-17,Nordia,Nordia - Nanaimo,ONSHORE,49,1,PASS,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,STRONGLY RECOMMENDED,BRS,,,,,,,,,3,4,,,,,,,,,,,765.842105,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retention L1,Retention L1,,,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,,,
EZ28581,28-Aug-17,Nordia,Nordia - Nanaimo,ONSHORE,0,0,PASS,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,1,3,4,4,,,,,,,,,1276.294117,1796.751412,1408.38125,1384.862973,,,,,,,,,,,,,,,,,,,,,,,0.592797,0.73714,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28582,28-Aug-17,Nordia,Nordia - Nanaimo,ONSHORE,0,0,PASS,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,STRONGLY RECOMMENDED,BRS,,,,,,,,,3,1,4,3,,,,,,,,,1077.421052,1780.121546,1551.644444,1643.99315,,,,,,,,,,,,,,,,,,,,,,,0.648534,0.72925,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
